0.99	0.68	1
0.06	0.76	0
1.00	0.44	1
0.79	0.61	1
0.10	0.71	0
0.55	0.46	1
0.22	0.28	1
0.45	0.61	0
0.31	0.61	0
0.60	0.28	1
1.00	0.71	1
0.06	0.52	0
0.09	0.71	0
1.00	0.47	1
0.97	0.47	1
0.06	0.28	0
0.01	0.33	0
0.82	0.46	1
1.00	0.29	1
0.82	0.81	0
0.88	0.61	1
1.00	0.47	1
1.00	0.19	1
1.00	0.26	1
1.00	0.46	1
0.45	0.13	1
0.01	0.64	0
0.76	0.59	1
0.01	0.71	0
0.06	0.42	0
1.00	0.22	1
0.88	0.44	1
0.22	0.49	0
0.10	0.26	0
0.87	0.42	1
0.01	0.69	0
0.06	0.33	0
0.01	0.44	0
0.01	0.49	0
1.00	0.56	1
0.45	0.45	1
0.01	0.49	0
0.94	0.71	1
0.88	0.59	1
1.00	0.28	1
0.06	0.49	0
0.01	0.42	0
0.54	0.37	1
0.94	0.29	1
0.99	0.26	1
0.84	0.47	1
0.99	0.61	1
0.76	0.61	1
1.00	0.62	1
0.57	0.53	0
0.28	0.71	0
0.94	0.38	1
0.45	0.12	1
0.21	0.68	0
0.88	0.62	1
0.96	0.35	1
0.36	0.44	0
1.00	0.58	1
0.10	0.68	0
0.94	0.62	1
0.10	0.71	0
0.99	0.77	1
1.00	0.59	1
0.88	0.81	0
0.76	0.77	0
0.88	0.38	1
0.06	0.77	0
0.31	0.69	0
0.90	0.71	0
0.84	0.22	1
1.00	0.64	1
1.00	0.56	1
0.42	0.35	1
0.36	0.61	0
1.00	0.59	1
1.00	0.33	1
0.79	0.46	1
0.49	0.56	0
1.00	0.35	1
0.61	0.52	1
0.99	0.56	1
0.96	0.28	1
0.87	0.61	1
0.01	0.65	0
1.00	0.53	1
0.58	0.19	1
0.27	0.46	0
0.99	0.29	1
0.61	0.35	1
0.06	0.51	0
0.10	0.71	0
0.01	0.77	0
0.60	0.59	0
0.70	0.21	1
0.97	0.42	1
0.06	0.65	0
0.10	0.46	0
0.61	0.71	0
0.36	0.42	1
1.00	0.56	1
1.00	0.61	1
0.84	0.59	1
0.94	0.12	1
0.43	0.69	0
0.79	0.71	0
0.03	0.13	0
0.03	0.62	0
0.01	0.29	0
0.31	0.64	0
0.94	0.61	1
0.01	0.61	0
0.61	0.44	1
0.28	0.71	0
0.01	0.81	0
0.01	0.12	0
0.27	0.13	1
0.96	0.77	0
1.00	0.48	1
1.00	0.44	1
0.36	0.71	0
0.45	0.12	1
1.00	0.68	1
0.10	0.47	0
0.06	0.35	1
0.94	0.26	1
0.82	0.52	1
0.63	0.12	1
0.28	0.38	0
0.06	0.62	0
0.94	0.44	1
0.88	0.71	0
0.06	0.77	0
0.99	0.64	1
0.01	0.26	0
1.00	0.51	1
0.60	0.46	1
0.01	0.64	0
1.00	0.71	1
0.70	0.38	1
0.60	0.56	0
0.76	0.71	0
0.76	0.59	1
0.06	0.19	0
0.87	0.29	1
0.84	0.35	1
1.00	0.47	1
1.00	0.71	1
0.61	0.37	1
1.00	0.62	1
0.88	0.47	1
0.79	0.12	1
1.00	0.22	1
1.00	0.38	1
1.00	0.69	1
0.01	0.48	0
0.51	0.71	0
0.01	0.77	0
0.60	0.38	1
0.54	0.61	0
0.57	0.65	0
0.21	0.28	1
0.27	0.29	1
1.00	0.48	1
0.06	0.38	0
0.88	0.28	1
1.00	0.62	1
